hidden_layer_size,number_of_hidden_layer,activation,solver,learning_rate,batch_size,epoch
60,6,sigmoid,sgd,0.01,64,20
60,6,sigmoid,sgd,0.01,64,40
60,6,sigmoid,sgd,0.01,64,60
60,6,sigmoid,sgd,0.01,64,80
60,6,sigmoid,sgd,0.1,8,20
60,6,sigmoid,sgd,0.1,8,40
60,6,sigmoid,sgd,0.1,8,60
60,6,sigmoid,sgd,0.1,8,80
60,6,sigmoid,sgd,0.1,16,20
60,6,sigmoid,sgd,0.1,16,40
60,6,sigmoid,sgd,0.1,16,60
60,6,sigmoid,sgd,0.1,16,80
60,6,sigmoid,sgd,0.1,32,20
60,6,sigmoid,sgd,0.1,32,40
60,6,sigmoid,sgd,0.1,32,60
60,6,sigmoid,sgd,0.1,32,80
60,6,sigmoid,sgd,0.1,64,20
60,6,sigmoid,sgd,0.1,64,40
60,6,sigmoid,sgd,0.1,64,60
60,6,sigmoid,sgd,0.1,64,80
60,6,sigmoid,adam,0.001,8,20
60,6,sigmoid,adam,0.001,8,40
60,6,sigmoid,adam,0.001,8,60
60,6,sigmoid,adam,0.001,8,80
60,6,sigmoid,adam,0.001,16,20
60,6,sigmoid,adam,0.001,16,40
60,6,sigmoid,adam,0.001,16,60
60,6,sigmoid,adam,0.001,16,80
60,6,sigmoid,adam,0.001,32,20
60,6,sigmoid,adam,0.001,32,40
60,6,sigmoid,adam,0.001,32,60
60,6,sigmoid,adam,0.001,32,80
60,6,sigmoid,adam,0.001,64,20
60,6,sigmoid,adam,0.001,64,40
60,6,sigmoid,adam,0.001,64,60
60,6,sigmoid,adam,0.001,64,80
60,6,sigmoid,adam,0.01,8,20
60,6,sigmoid,adam,0.01,8,40
60,6,sigmoid,adam,0.01,8,60
60,6,sigmoid,adam,0.01,8,80
60,6,sigmoid,adam,0.01,16,20
60,6,sigmoid,adam,0.01,16,40
60,6,sigmoid,adam,0.01,16,60
60,6,sigmoid,adam,0.01,16,80
60,6,sigmoid,adam,0.01,32,20
60,6,sigmoid,adam,0.01,32,40
60,6,sigmoid,adam,0.01,32,60
60,6,sigmoid,adam,0.01,32,80
60,6,sigmoid,adam,0.01,64,20
60,6,sigmoid,adam,0.01,64,40
60,6,sigmoid,adam,0.01,64,60
60,6,sigmoid,adam,0.01,64,80
60,6,sigmoid,adam,0.1,8,20
60,6,sigmoid,adam,0.1,8,40
60,6,sigmoid,adam,0.1,8,60
60,6,sigmoid,adam,0.1,8,80
60,6,sigmoid,adam,0.1,16,20
60,6,sigmoid,adam,0.1,16,40
60,6,sigmoid,adam,0.1,16,60
60,6,sigmoid,adam,0.1,16,80
60,6,sigmoid,adam,0.1,32,20
60,6,sigmoid,adam,0.1,32,40
60,6,sigmoid,adam,0.1,32,60
60,6,sigmoid,adam,0.1,32,80
60,6,sigmoid,adam,0.1,64,20
60,6,sigmoid,adam,0.1,64,40
60,6,sigmoid,adam,0.1,64,60
60,6,sigmoid,adam,0.1,64,80
60,6,tanh,sgd,0.001,8,20
60,6,tanh,sgd,0.001,8,40
60,6,tanh,sgd,0.001,8,60
60,6,tanh,sgd,0.001,8,80
60,6,tanh,sgd,0.001,16,20
60,6,tanh,sgd,0.001,16,40
60,6,tanh,sgd,0.001,16,60
60,6,tanh,sgd,0.001,16,80
60,6,tanh,sgd,0.001,32,20
60,6,tanh,sgd,0.001,32,40
60,6,tanh,sgd,0.001,32,60
60,6,tanh,sgd,0.001,32,80
60,6,tanh,sgd,0.001,64,20
60,6,tanh,sgd,0.001,64,40
60,6,tanh,sgd,0.001,64,60
60,6,tanh,sgd,0.001,64,80
60,6,tanh,sgd,0.01,8,20
60,6,tanh,sgd,0.01,8,40
60,6,tanh,sgd,0.01,8,60
60,6,tanh,sgd,0.01,8,80
60,6,tanh,sgd,0.01,16,20
60,6,tanh,sgd,0.01,16,40
60,6,tanh,sgd,0.01,16,60
60,6,tanh,sgd,0.01,16,80
60,6,tanh,sgd,0.01,32,20
60,6,tanh,sgd,0.01,32,40
60,6,tanh,sgd,0.01,32,60
60,6,tanh,sgd,0.01,32,80
60,6,tanh,sgd,0.01,64,20
60,6,tanh,sgd,0.01,64,40
60,6,tanh,sgd,0.01,64,60
60,6,tanh,sgd,0.01,64,80
60,6,tanh,sgd,0.1,8,20
60,6,tanh,sgd,0.1,8,40
60,6,tanh,sgd,0.1,8,60
60,6,tanh,sgd,0.1,8,80
60,6,tanh,sgd,0.1,16,20
60,6,tanh,sgd,0.1,16,40
60,6,tanh,sgd,0.1,16,60
60,6,tanh,sgd,0.1,16,80
60,6,tanh,sgd,0.1,32,20
60,6,tanh,sgd,0.1,32,40
60,6,tanh,sgd,0.1,32,60
60,6,tanh,sgd,0.1,32,80
60,6,tanh,sgd,0.1,64,20
60,6,tanh,sgd,0.1,64,40
60,6,tanh,sgd,0.1,64,60
60,6,tanh,sgd,0.1,64,80
60,6,tanh,adam,0.001,8,20
60,6,tanh,adam,0.001,8,40
60,6,tanh,adam,0.001,8,60
60,6,tanh,adam,0.001,8,80
60,6,tanh,adam,0.001,16,20
60,6,tanh,adam,0.001,16,40
60,6,tanh,adam,0.001,16,60
60,6,tanh,adam,0.001,16,80
60,6,tanh,adam,0.001,32,20
60,6,tanh,adam,0.001,32,40
60,6,tanh,adam,0.001,32,60
60,6,tanh,adam,0.001,32,80
60,6,tanh,adam,0.001,64,20
60,6,tanh,adam,0.001,64,40
60,6,tanh,adam,0.001,64,60
60,6,tanh,adam,0.001,64,80
60,6,tanh,adam,0.01,8,20
60,6,tanh,adam,0.01,8,40
60,6,tanh,adam,0.01,8,60
60,6,tanh,adam,0.01,8,80
60,6,tanh,adam,0.01,16,20
60,6,tanh,adam,0.01,16,40
60,6,tanh,adam,0.01,16,60
60,6,tanh,adam,0.01,16,80
60,6,tanh,adam,0.01,32,20
60,6,tanh,adam,0.01,32,40
60,6,tanh,adam,0.01,32,60
60,6,tanh,adam,0.01,32,80
60,6,tanh,adam,0.01,64,20
60,6,tanh,adam,0.01,64,40
60,6,tanh,adam,0.01,64,60
60,6,tanh,adam,0.01,64,80
60,6,tanh,adam,0.1,8,20
60,6,tanh,adam,0.1,8,40
60,6,tanh,adam,0.1,8,60
60,6,tanh,adam,0.1,8,80
60,6,tanh,adam,0.1,16,20
60,6,tanh,adam,0.1,16,40
60,6,tanh,adam,0.1,16,60
60,6,tanh,adam,0.1,16,80
60,6,tanh,adam,0.1,32,20
60,6,tanh,adam,0.1,32,40
60,6,tanh,adam,0.1,32,60
60,6,tanh,adam,0.1,32,80
60,6,tanh,adam,0.1,64,20
60,6,tanh,adam,0.1,64,40
60,6,tanh,adam,0.1,64,60
60,6,tanh,adam,0.1,64,80
60,6,relu,sgd,0.001,8,20
60,6,relu,sgd,0.001,8,40
60,6,relu,sgd,0.001,8,60
60,6,relu,sgd,0.001,8,80
60,6,relu,sgd,0.001,16,20
60,6,relu,sgd,0.001,16,40
60,6,relu,sgd,0.001,16,60
60,6,relu,sgd,0.001,16,80
60,6,relu,sgd,0.001,32,20
60,6,relu,sgd,0.001,32,40
60,6,relu,sgd,0.001,32,60
60,6,relu,sgd,0.001,32,80
60,6,relu,sgd,0.001,64,20
60,6,relu,sgd,0.001,64,40
60,6,relu,sgd,0.001,64,60
60,6,relu,sgd,0.001,64,80
60,6,relu,sgd,0.01,8,20
60,6,relu,sgd,0.01,8,40
60,6,relu,sgd,0.01,8,60
60,6,relu,sgd,0.01,8,80
60,6,relu,sgd,0.01,16,20
60,6,relu,sgd,0.01,16,40
60,6,relu,sgd,0.01,16,60
60,6,relu,sgd,0.01,16,80
60,6,relu,sgd,0.01,32,20
60,6,relu,sgd,0.01,32,40
60,6,relu,sgd,0.01,32,60
60,6,relu,sgd,0.01,32,80
60,6,relu,sgd,0.01,64,20
60,6,relu,sgd,0.01,64,40
60,6,relu,sgd,0.01,64,60
60,6,relu,sgd,0.01,64,80
60,6,relu,sgd,0.1,8,20
60,6,relu,sgd,0.1,8,40
60,6,relu,sgd,0.1,8,60
60,6,relu,sgd,0.1,8,80
60,6,relu,sgd,0.1,16,20
60,6,relu,sgd,0.1,16,40
60,6,relu,sgd,0.1,16,60
60,6,relu,sgd,0.1,16,80
60,6,relu,sgd,0.1,32,20
60,6,relu,sgd,0.1,32,40
60,6,relu,sgd,0.1,32,60
60,6,relu,sgd,0.1,32,80
60,6,relu,sgd,0.1,64,20
60,6,relu,sgd,0.1,64,40
60,6,relu,sgd,0.1,64,60
60,6,relu,sgd,0.1,64,80
60,6,relu,adam,0.001,8,20
60,6,relu,adam,0.001,8,40
60,6,relu,adam,0.001,8,60
60,6,relu,adam,0.001,8,80
60,6,relu,adam,0.001,16,20
60,6,relu,adam,0.001,16,40
60,6,relu,adam,0.001,16,60
60,6,relu,adam,0.001,16,80
60,6,relu,adam,0.001,32,20
60,6,relu,adam,0.001,32,40
60,6,relu,adam,0.001,32,60
60,6,relu,adam,0.001,32,80
60,6,relu,adam,0.001,64,20
60,6,relu,adam,0.001,64,40
60,6,relu,adam,0.001,64,60
60,6,relu,adam,0.001,64,80
60,6,relu,adam,0.01,8,20
60,6,relu,adam,0.01,8,40
60,6,relu,adam,0.01,8,60
60,6,relu,adam,0.01,8,80
60,6,relu,adam,0.01,16,20
60,6,relu,adam,0.01,16,40
60,6,relu,adam,0.01,16,60
60,6,relu,adam,0.01,16,80
60,6,relu,adam,0.01,32,20
60,6,relu,adam,0.01,32,40
60,6,relu,adam,0.01,32,60
60,6,relu,adam,0.01,32,80
60,6,relu,adam,0.01,64,20
60,6,relu,adam,0.01,64,40
60,6,relu,adam,0.01,64,60
60,6,relu,adam,0.01,64,80
60,6,relu,adam,0.1,8,20
60,6,relu,adam,0.1,8,40
60,6,relu,adam,0.1,8,60
60,6,relu,adam,0.1,8,80
60,6,relu,adam,0.1,16,20
60,6,relu,adam,0.1,16,40
60,6,relu,adam,0.1,16,60
60,6,relu,adam,0.1,16,80
60,6,relu,adam,0.1,32,20
60,6,relu,adam,0.1,32,40
60,6,relu,adam,0.1,32,60
60,6,relu,adam,0.1,32,80
60,6,relu,adam,0.1,64,20
60,6,relu,adam,0.1,64,40
60,6,relu,adam,0.1,64,60
60,6,relu,adam,0.1,64,80
60,8,identity,sgd,0.001,8,20
60,8,identity,sgd,0.001,8,40
60,8,identity,sgd,0.001,8,60
60,8,identity,sgd,0.001,8,80
60,8,identity,sgd,0.001,16,20
60,8,identity,sgd,0.001,16,40
60,8,identity,sgd,0.001,16,60
60,8,identity,sgd,0.001,16,80
60,8,identity,sgd,0.001,32,20
60,8,identity,sgd,0.001,32,40
60,8,identity,sgd,0.001,32,60
60,8,identity,sgd,0.001,32,80
60,8,identity,sgd,0.001,64,20
60,8,identity,sgd,0.001,64,40
60,8,identity,sgd,0.001,64,60
60,8,identity,sgd,0.001,64,80
60,8,identity,sgd,0.01,8,20
60,8,identity,sgd,0.01,8,40
60,8,identity,sgd,0.01,8,60
60,8,identity,sgd,0.01,8,80
60,8,identity,sgd,0.01,16,20
60,8,identity,sgd,0.01,16,40
60,8,identity,sgd,0.01,16,60
60,8,identity,sgd,0.01,16,80
60,8,identity,sgd,0.01,32,20
60,8,identity,sgd,0.01,32,40
60,8,identity,sgd,0.01,32,60
60,8,identity,sgd,0.01,32,80
60,8,identity,sgd,0.01,64,20
60,8,identity,sgd,0.01,64,40
60,8,identity,sgd,0.01,64,60
60,8,identity,sgd,0.01,64,80
60,8,identity,sgd,0.1,8,20
60,8,identity,sgd,0.1,8,40
60,8,identity,sgd,0.1,8,60
60,8,identity,sgd,0.1,8,80
60,8,identity,sgd,0.1,16,20
60,8,identity,sgd,0.1,16,40
60,8,identity,sgd,0.1,16,60
60,8,identity,sgd,0.1,16,80
60,8,identity,sgd,0.1,32,20
60,8,identity,sgd,0.1,32,40
60,8,identity,sgd,0.1,32,60
60,8,identity,sgd,0.1,32,80
60,8,identity,sgd,0.1,64,20
60,8,identity,sgd,0.1,64,40
60,8,identity,sgd,0.1,64,60
60,8,identity,sgd,0.1,64,80
60,8,identity,adam,0.001,8,20
60,8,identity,adam,0.001,8,40
60,8,identity,adam,0.001,8,60
60,8,identity,adam,0.001,8,80
60,8,identity,adam,0.001,16,20
60,8,identity,adam,0.001,16,40
60,8,identity,adam,0.001,16,60
60,8,identity,adam,0.001,16,80
60,8,identity,adam,0.001,32,20
60,8,identity,adam,0.001,32,40
60,8,identity,adam,0.001,32,60
60,8,identity,adam,0.001,32,80
60,8,identity,adam,0.001,64,20
60,8,identity,adam,0.001,64,40
60,8,identity,adam,0.001,64,60
60,8,identity,adam,0.001,64,80
60,8,identity,adam,0.01,8,20
60,8,identity,adam,0.01,8,40
60,8,identity,adam,0.01,8,60
60,8,identity,adam,0.01,8,80
60,8,identity,adam,0.01,16,20
60,8,identity,adam,0.01,16,40
60,8,identity,adam,0.01,16,60
60,8,identity,adam,0.01,16,80
60,8,identity,adam,0.01,32,20
60,8,identity,adam,0.01,32,40
60,8,identity,adam,0.01,32,60
60,8,identity,adam,0.01,32,80
60,8,identity,adam,0.01,64,20
60,8,identity,adam,0.01,64,40
60,8,identity,adam,0.01,64,60
60,8,identity,adam,0.01,64,80
60,8,identity,adam,0.1,8,20
60,8,identity,adam,0.1,8,40
60,8,identity,adam,0.1,8,60
60,8,identity,adam,0.1,8,80
60,8,identity,adam,0.1,16,20
60,8,identity,adam,0.1,16,40
60,8,identity,adam,0.1,16,60
60,8,identity,adam,0.1,16,80
60,8,identity,adam,0.1,32,20
60,8,identity,adam,0.1,32,40
60,8,identity,adam,0.1,32,60
60,8,identity,adam,0.1,32,80
60,8,identity,adam,0.1,64,20
60,8,identity,adam,0.1,64,40
60,8,identity,adam,0.1,64,60
60,8,identity,adam,0.1,64,80
60,8,sigmoid,sgd,0.001,8,20
60,8,sigmoid,sgd,0.001,8,40
60,8,sigmoid,sgd,0.001,8,60
60,8,sigmoid,sgd,0.001,8,80
60,8,sigmoid,sgd,0.001,16,20
60,8,sigmoid,sgd,0.001,16,40
60,8,sigmoid,sgd,0.001,16,60
60,8,sigmoid,sgd,0.001,16,80
60,8,sigmoid,sgd,0.001,32,20
60,8,sigmoid,sgd,0.001,32,40
60,8,sigmoid,sgd,0.001,32,60
60,8,sigmoid,sgd,0.001,32,80
60,8,sigmoid,sgd,0.001,64,20
60,8,sigmoid,sgd,0.001,64,40
60,8,sigmoid,sgd,0.001,64,60
60,8,sigmoid,sgd,0.001,64,80
60,8,sigmoid,sgd,0.01,8,20
60,8,sigmoid,sgd,0.01,8,40
60,8,sigmoid,sgd,0.01,8,60
60,8,sigmoid,sgd,0.01,8,80
60,8,sigmoid,sgd,0.01,16,20
60,8,sigmoid,sgd,0.01,16,40
60,8,sigmoid,sgd,0.01,16,60
60,8,sigmoid,sgd,0.01,16,80
60,8,sigmoid,sgd,0.01,32,20
60,8,sigmoid,sgd,0.01,32,40
60,8,sigmoid,sgd,0.01,32,60
60,8,sigmoid,sgd,0.01,32,80
60,8,sigmoid,sgd,0.01,64,20
60,8,sigmoid,sgd,0.01,64,40
60,8,sigmoid,sgd,0.01,64,60
60,8,sigmoid,sgd,0.01,64,80
60,8,sigmoid,sgd,0.1,8,20
60,8,sigmoid,sgd,0.1,8,40
60,8,sigmoid,sgd,0.1,8,60
60,8,sigmoid,sgd,0.1,8,80
60,8,sigmoid,sgd,0.1,16,20
60,8,sigmoid,sgd,0.1,16,40
60,8,sigmoid,sgd,0.1,16,60
60,8,sigmoid,sgd,0.1,16,80
60,8,sigmoid,sgd,0.1,32,20
60,8,sigmoid,sgd,0.1,32,40
60,8,sigmoid,sgd,0.1,32,60
60,8,sigmoid,sgd,0.1,32,80
60,8,sigmoid,sgd,0.1,64,20
60,8,sigmoid,sgd,0.1,64,40
60,8,sigmoid,sgd,0.1,64,60
60,8,sigmoid,sgd,0.1,64,80
60,8,sigmoid,adam,0.001,8,20
60,8,sigmoid,adam,0.001,8,40
60,8,sigmoid,adam,0.001,8,60
60,8,sigmoid,adam,0.001,8,80
60,8,sigmoid,adam,0.001,16,20
60,8,sigmoid,adam,0.001,16,40
60,8,sigmoid,adam,0.001,16,60
60,8,sigmoid,adam,0.001,16,80
60,8,sigmoid,adam,0.001,32,20
60,8,sigmoid,adam,0.001,32,40
60,8,sigmoid,adam,0.001,32,60
60,8,sigmoid,adam,0.001,32,80
60,8,sigmoid,adam,0.001,64,20
60,8,sigmoid,adam,0.001,64,40
60,8,sigmoid,adam,0.001,64,60
60,8,sigmoid,adam,0.001,64,80
60,8,sigmoid,adam,0.01,8,20
60,8,sigmoid,adam,0.01,8,40
60,8,sigmoid,adam,0.01,8,60
60,8,sigmoid,adam,0.01,8,80
60,8,sigmoid,adam,0.01,16,20
60,8,sigmoid,adam,0.01,16,40
60,8,sigmoid,adam,0.01,16,60
60,8,sigmoid,adam,0.01,16,80
60,8,sigmoid,adam,0.01,32,20
60,8,sigmoid,adam,0.01,32,40
60,8,sigmoid,adam,0.01,32,60
60,8,sigmoid,adam,0.01,32,80
60,8,sigmoid,adam,0.01,64,20
60,8,sigmoid,adam,0.01,64,40
60,8,sigmoid,adam,0.01,64,60
60,8,sigmoid,adam,0.01,64,80
60,8,sigmoid,adam,0.1,8,20
60,8,sigmoid,adam,0.1,8,40
60,8,sigmoid,adam,0.1,8,60
60,8,sigmoid,adam,0.1,8,80
60,8,sigmoid,adam,0.1,16,20
60,8,sigmoid,adam,0.1,16,40
60,8,sigmoid,adam,0.1,16,60
60,8,sigmoid,adam,0.1,16,80
60,8,sigmoid,adam,0.1,32,20
60,8,sigmoid,adam,0.1,32,40
60,8,sigmoid,adam,0.1,32,60
60,8,sigmoid,adam,0.1,32,80
60,8,sigmoid,adam,0.1,64,20
60,8,sigmoid,adam,0.1,64,40
60,8,sigmoid,adam,0.1,64,60
60,8,sigmoid,adam,0.1,64,80
60,8,tanh,sgd,0.001,8,20
60,8,tanh,sgd,0.001,8,40
60,8,tanh,sgd,0.001,8,60
60,8,tanh,sgd,0.001,8,80
60,8,tanh,sgd,0.001,16,20
60,8,tanh,sgd,0.001,16,40
60,8,tanh,sgd,0.001,16,60
60,8,tanh,sgd,0.001,16,80
60,8,tanh,sgd,0.001,32,20
60,8,tanh,sgd,0.001,32,40
60,8,tanh,sgd,0.001,32,60
60,8,tanh,sgd,0.001,32,80
60,8,tanh,sgd,0.001,64,20
60,8,tanh,sgd,0.001,64,40
60,8,tanh,sgd,0.001,64,60
60,8,tanh,sgd,0.001,64,80
60,8,tanh,sgd,0.01,8,20
60,8,tanh,sgd,0.01,8,40
60,8,tanh,sgd,0.01,8,60
60,8,tanh,sgd,0.01,8,80
60,8,tanh,sgd,0.01,16,20
60,8,tanh,sgd,0.01,16,40
60,8,tanh,sgd,0.01,16,60
60,8,tanh,sgd,0.01,16,80
60,8,tanh,sgd,0.01,32,20
60,8,tanh,sgd,0.01,32,40
60,8,tanh,sgd,0.01,32,60
60,8,tanh,sgd,0.01,32,80
60,8,tanh,sgd,0.01,64,20
60,8,tanh,sgd,0.01,64,40
60,8,tanh,sgd,0.01,64,60
60,8,tanh,sgd,0.01,64,80
60,8,tanh,sgd,0.1,8,20
60,8,tanh,sgd,0.1,8,40
60,8,tanh,sgd,0.1,8,60
60,8,tanh,sgd,0.1,8,80
60,8,tanh,sgd,0.1,16,20
60,8,tanh,sgd,0.1,16,40
60,8,tanh,sgd,0.1,16,60
60,8,tanh,sgd,0.1,16,80
60,8,tanh,sgd,0.1,32,20
60,8,tanh,sgd,0.1,32,40
60,8,tanh,sgd,0.1,32,60
60,8,tanh,sgd,0.1,32,80
60,8,tanh,sgd,0.1,64,20
60,8,tanh,sgd,0.1,64,40
60,8,tanh,sgd,0.1,64,60
60,8,tanh,sgd,0.1,64,80
60,8,tanh,adam,0.001,8,20
60,8,tanh,adam,0.001,8,40
60,8,tanh,adam,0.001,8,60
60,8,tanh,adam,0.001,8,80
60,8,tanh,adam,0.001,16,20
60,8,tanh,adam,0.001,16,40
60,8,tanh,adam,0.001,16,60
60,8,tanh,adam,0.001,16,80
60,8,tanh,adam,0.001,32,20
60,8,tanh,adam,0.001,32,40
60,8,tanh,adam,0.001,32,60
60,8,tanh,adam,0.001,32,80
60,8,tanh,adam,0.001,64,20
60,8,tanh,adam,0.001,64,40
60,8,tanh,adam,0.001,64,60
60,8,tanh,adam,0.001,64,80
60,8,tanh,adam,0.01,8,20
60,8,tanh,adam,0.01,8,40
60,8,tanh,adam,0.01,8,60
60,8,tanh,adam,0.01,8,80
60,8,tanh,adam,0.01,16,20
60,8,tanh,adam,0.01,16,40
60,8,tanh,adam,0.01,16,60
60,8,tanh,adam,0.01,16,80
60,8,tanh,adam,0.01,32,20
60,8,tanh,adam,0.01,32,40
60,8,tanh,adam,0.01,32,60
60,8,tanh,adam,0.01,32,80
60,8,tanh,adam,0.01,64,20
60,8,tanh,adam,0.01,64,40
60,8,tanh,adam,0.01,64,60
60,8,tanh,adam,0.01,64,80
60,8,tanh,adam,0.1,8,20
60,8,tanh,adam,0.1,8,40
60,8,tanh,adam,0.1,8,60
60,8,tanh,adam,0.1,8,80
60,8,tanh,adam,0.1,16,20
60,8,tanh,adam,0.1,16,40
60,8,tanh,adam,0.1,16,60
60,8,tanh,adam,0.1,16,80
60,8,tanh,adam,0.1,32,20
60,8,tanh,adam,0.1,32,40
60,8,tanh,adam,0.1,32,60
60,8,tanh,adam,0.1,32,80
60,8,tanh,adam,0.1,64,20
60,8,tanh,adam,0.1,64,40
60,8,tanh,adam,0.1,64,60
60,8,tanh,adam,0.1,64,80
60,8,relu,sgd,0.001,8,20
60,8,relu,sgd,0.001,8,40
60,8,relu,sgd,0.001,8,60
60,8,relu,sgd,0.001,8,80
60,8,relu,sgd,0.001,16,20
60,8,relu,sgd,0.001,16,40
60,8,relu,sgd,0.001,16,60
60,8,relu,sgd,0.001,16,80
60,8,relu,sgd,0.001,32,20
60,8,relu,sgd,0.001,32,40
60,8,relu,sgd,0.001,32,60
60,8,relu,sgd,0.001,32,80
60,8,relu,sgd,0.001,64,20
60,8,relu,sgd,0.001,64,40
60,8,relu,sgd,0.001,64,60
60,8,relu,sgd,0.001,64,80
60,8,relu,sgd,0.01,8,20
60,8,relu,sgd,0.01,8,40
60,8,relu,sgd,0.01,8,60
60,8,relu,sgd,0.01,8,80
60,8,relu,sgd,0.01,16,20
60,8,relu,sgd,0.01,16,40
60,8,relu,sgd,0.01,16,60
60,8,relu,sgd,0.01,16,80
60,8,relu,sgd,0.01,32,20
60,8,relu,sgd,0.01,32,40
60,8,relu,sgd,0.01,32,60
60,8,relu,sgd,0.01,32,80
60,8,relu,sgd,0.01,64,20
60,8,relu,sgd,0.01,64,40
60,8,relu,sgd,0.01,64,60
60,8,relu,sgd,0.01,64,80
60,8,relu,sgd,0.1,8,20
60,8,relu,sgd,0.1,8,40
60,8,relu,sgd,0.1,8,60
60,8,relu,sgd,0.1,8,80
60,8,relu,sgd,0.1,16,20
60,8,relu,sgd,0.1,16,40
60,8,relu,sgd,0.1,16,60
60,8,relu,sgd,0.1,16,80
60,8,relu,sgd,0.1,32,20
60,8,relu,sgd,0.1,32,40
60,8,relu,sgd,0.1,32,60
60,8,relu,sgd,0.1,32,80
60,8,relu,sgd,0.1,64,20
60,8,relu,sgd,0.1,64,40
60,8,relu,sgd,0.1,64,60
60,8,relu,sgd,0.1,64,80
60,8,relu,adam,0.001,8,20
60,8,relu,adam,0.001,8,40
60,8,relu,adam,0.001,8,60
60,8,relu,adam,0.001,8,80
60,8,relu,adam,0.001,16,20
60,8,relu,adam,0.001,16,40
60,8,relu,adam,0.001,16,60
60,8,relu,adam,0.001,16,80
60,8,relu,adam,0.001,32,20
60,8,relu,adam,0.001,32,40
60,8,relu,adam,0.001,32,60
60,8,relu,adam,0.001,32,80
60,8,relu,adam,0.001,64,20
60,8,relu,adam,0.001,64,40
60,8,relu,adam,0.001,64,60
60,8,relu,adam,0.001,64,80
60,8,relu,adam,0.01,8,20
60,8,relu,adam,0.01,8,40
60,8,relu,adam,0.01,8,60
60,8,relu,adam,0.01,8,80
60,8,relu,adam,0.01,16,20
60,8,relu,adam,0.01,16,40
60,8,relu,adam,0.01,16,60
60,8,relu,adam,0.01,16,80
60,8,relu,adam,0.01,32,20
60,8,relu,adam,0.01,32,40
60,8,relu,adam,0.01,32,60
60,8,relu,adam,0.01,32,80
60,8,relu,adam,0.01,64,20
60,8,relu,adam,0.01,64,40
60,8,relu,adam,0.01,64,60
60,8,relu,adam,0.01,64,80
60,8,relu,adam,0.1,8,20
60,8,relu,adam,0.1,8,40
60,8,relu,adam,0.1,8,60
60,8,relu,adam,0.1,8,80
60,8,relu,adam,0.1,16,20
60,8,relu,adam,0.1,16,40
60,8,relu,adam,0.1,16,60
60,8,relu,adam,0.1,16,80
60,8,relu,adam,0.1,32,20
60,8,relu,adam,0.1,32,40
60,8,relu,adam,0.1,32,60
60,8,relu,adam,0.1,32,80
60,8,relu,adam,0.1,64,20
60,8,relu,adam,0.1,64,40
60,8,relu,adam,0.1,64,60
60,8,relu,adam,0.1,64,80
80,2,identity,sgd,0.001,8,20
80,2,identity,sgd,0.001,8,40
80,2,identity,sgd,0.001,8,60
80,2,identity,sgd,0.001,8,80
80,2,identity,sgd,0.001,16,20
80,2,identity,sgd,0.001,16,40
80,2,identity,sgd,0.001,16,60
80,2,identity,sgd,0.001,16,80
80,2,identity,sgd,0.001,32,20
80,2,identity,sgd,0.001,32,40
80,2,identity,sgd,0.001,32,60
80,2,identity,sgd,0.001,32,80
80,2,identity,sgd,0.001,64,20
80,2,identity,sgd,0.001,64,40
80,2,identity,sgd,0.001,64,60
80,2,identity,sgd,0.001,64,80
80,2,identity,sgd,0.01,8,20
80,2,identity,sgd,0.01,8,40
80,2,identity,sgd,0.01,8,60
80,2,identity,sgd,0.01,8,80
80,2,identity,sgd,0.01,16,20
80,2,identity,sgd,0.01,16,40
80,2,identity,sgd,0.01,16,60
80,2,identity,sgd,0.01,16,80
80,2,identity,sgd,0.01,32,20
80,2,identity,sgd,0.01,32,40
80,2,identity,sgd,0.01,32,60
80,2,identity,sgd,0.01,32,80
80,2,identity,sgd,0.01,64,20
80,2,identity,sgd,0.01,64,40
80,2,identity,sgd,0.01,64,60
80,2,identity,sgd,0.01,64,80
80,2,identity,sgd,0.1,8,20
80,2,identity,sgd,0.1,8,40
80,2,identity,sgd,0.1,8,60
80,2,identity,sgd,0.1,8,80
80,2,identity,sgd,0.1,16,20
80,2,identity,sgd,0.1,16,40
80,2,identity,sgd,0.1,16,60
80,2,identity,sgd,0.1,16,80
80,2,identity,sgd,0.1,32,20
80,2,identity,sgd,0.1,32,40
80,2,identity,sgd,0.1,32,60
80,2,identity,sgd,0.1,32,80
80,2,identity,sgd,0.1,64,20
80,2,identity,sgd,0.1,64,40
80,2,identity,sgd,0.1,64,60
80,2,identity,sgd,0.1,64,80
80,2,identity,adam,0.001,8,20
80,2,identity,adam,0.001,8,40
80,2,identity,adam,0.001,8,60
80,2,identity,adam,0.001,8,80
80,2,identity,adam,0.001,16,20
80,2,identity,adam,0.001,16,40
80,2,identity,adam,0.001,16,60
80,2,identity,adam,0.001,16,80
80,2,identity,adam,0.001,32,20
80,2,identity,adam,0.001,32,40
80,2,identity,adam,0.001,32,60
80,2,identity,adam,0.001,32,80
80,2,identity,adam,0.001,64,20
80,2,identity,adam,0.001,64,40
80,2,identity,adam,0.001,64,60
80,2,identity,adam,0.001,64,80
80,2,identity,adam,0.01,8,20
80,2,identity,adam,0.01,8,40
80,2,identity,adam,0.01,8,60
80,2,identity,adam,0.01,8,80
80,2,identity,adam,0.01,16,20
80,2,identity,adam,0.01,16,40
80,2,identity,adam,0.01,16,60
80,2,identity,adam,0.01,16,80
80,2,identity,adam,0.01,32,20
